

*******************************************************************************
Ephemeris / WWW_USER Fri Nov 12 15:24:42 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Epimetheus (611)                {source: sat415_merged_DE437}
Center body name: Saturn (699)                    {source: sat415_merged_DE437}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2010-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 60268.0 x 60268.0 x 54364.0 km  {Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2455217.500000000, A.D. 2010-Jan-21 00:00:00.0000, -1.368034199103767E+05, -5.432135288218781E+04,  4.146315048089294E+04,  6.874332838765614E+00, -1.280904168154681E+01,  5.938956453777563E+00,
2455218.500000000, A.D. 2010-Jan-22 00:00:00.0000,  1.492616254116884E+05,  2.865311628227297E+03, -1.608036976320945E+04, -1.125383793475869E+00,  1.422068674576585E+01, -7.231069593784451E+00,
2455219.500000000, A.D. 2010-Jan-23 00:00:00.0000, -1.455391565996479E+05,  4.428291288977498E+04, -8.658754392772753E+03, -4.577523638366854E+00, -1.321426292081776E+01,  7.267670802360728E+00,
2455220.500000000, A.D. 2010-Jan-24 00:00:00.0000,  1.150226045439428E+05, -9.116996849095194E+04,  3.586542475136631E+04,  1.010085416047596E+01,  1.047672729948524E+01, -6.390663756438906E+00,
2455221.500000000, A.D. 2010-Jan-25 00:00:00.0000, -7.607664458656449E+04,  1.190041817928316E+05, -5.403939199425252E+04, -1.373197843041871E+01, -6.465015133806221E+00,  4.669802267574495E+00,
2455222.500000000, A.D. 2010-Jan-26 00:00:00.0000,  1.744209136903383E+04, -1.350881245699734E+05,  6.803539656753349E+04,  1.559501442850198E+01,  1.108572324215982E+00, -2.082178025713609E+00,
2455223.500000000, A.D. 2010-Jan-27 00:00:00.0000,  3.500658019599714E+04,  1.284091190421471E+05, -6.965710483527533E+04, -1.546514670583414E+01,  4.005197812800040E+00, -5.735256909757540E-01,
2455224.500000000, A.D. 2010-Jan-28 00:00:00.0000, -8.955466076102712E+04, -1.063928769174761E+05,  6.354008299275574E+04,  1.267375402169196E+01, -8.684245445920077E+00,  3.261173716318883E+00,
2455225.500000000, A.D. 2010-Jan-29 00:00:00.0000,  1.264393465721711E+05,  6.614940639569765E+04, -4.629158110211856E+04, -8.538584207942025E+00,  1.234835866326667E+01, -5.552875447065792E+00,
2455226.500000000, A.D. 2010-Jan-30 00:00:00.0000, -1.489937122201856E+05, -2.126868878759256E+04,  2.525688614715262E+04,  3.041338428284001E+00, -1.383598501606961E+01,  6.849933081006759E+00,
